name,url,salary,id_vacancy,employer,employer_url,requirement,responsibility
Учитель-логопед,https://spb.superjob.ru/vakansii/uchitel-logoped-12207813.html,25000,12207813,нет данных,нет данных,"Умение работать с документами строгой отчетности, пользование ПК, знание учебных программ","<b>Обязанности:</b><br /><br />Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях. Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы. Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. Обеспечивает уровень подготовки, соответствующий требованиям Государственного образовательного стандарта, и несет ответственность за их реализацию не в полном объеме.<br /><br /><b>Требования:</b><br /><br />Умение работать с документами строгой отчетности, пользование ПК, знание учебных программ<br /><br /><b>Условия:</b><br /><br />Предоставление кабинета, зарплата 2 раза в месяц, доплаты за отдельные виды работ, 1 раз в 5 лет компенсационная выплата на отдых и оздоровление, отпуск 56 календарных дней в летний период"
Учитель русского языка и литературы с 01.09.2023,https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-s-01-12241215.html,30000,12241215,нет данных,нет данных,Активное владение ИКТ.,<b>Обязанности:</b><br /><br />Учитель русского языка и литературы + педагог дополнительного образования + классный руководитель + внеклассная работа по предмету + подготовка к ЕГЭ и ГИА.<br /><br /><b>Требования:</b><br /><br />Активное владение ИКТ.<br /><br /><b>Условия:</b><br /><br />До 20 часов. с 1.09.2018
Учитель русского языка и литературы,https://www.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-37798081.html,70000,37798081,нет данных,нет данных,"Обязанности:
• Преподавание учебных дисциплин, организация учебной деятельности обучающихся 5-9 классов по освоению программ по русскому языку и литературе;
• педагогический контроль, оценка, коррекция освоения образовательной программы, в том числе в электронном журнале; 
• Работа в МЭШ по разработке программно-методического обеспечения учебных дисциплин.
Требования:
• Высшее образование
• Прививка от COVID-19
• Тренинг в формате ЕГЭ
Условия:
• пятидневная рабочая неделя

• учитель нужен на время декретного отпуска основного сотрудника","<b>Обязанности:</b><ul><li>Преподавание учебных дисциплин, организация учебной деятельности обучающихся 5-9 классов по освоению программ по русскому языку и литературе;</li><li> педагогический контроль, оценка, коррекция  освоения образовательной программы, в  том числе в электронном журнале; </li><li>Работа в МЭШ по разработке программно-методического обеспечения учебных дисциплин.</li></ul><b>Требования:</b><ul><li>Высшее образование</li><li>Прививка от COVID-19</li><li>Тренинг в формате ЕГЭ</li></ul><b>Условия:</b><ul><li>пятидневная рабочая неделя<br /></li><li>учитель нужен на время декретного отпуска основного сотрудника</li></ul>"
Учитель информатики,https://spb.superjob.ru/vakansii/uchitel-informatiki-36496805.html,35000,36496805,нет данных,нет данных,"Обязанности:
• Преподавание учебных дисциплин, организация учебной деятельности обучающихся по освоению учебных дисциплин; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин.
Требования:
• знание методики по ФГОС
• владеть ИКТ
• грамотная речь
Условия:
• Полная занятость с 01.09.2023 г.","<b>Обязанности:</b><ul><li>Преподавание учебных дисциплин, организация учебной деятельности обучающихся по освоению учебных дисциплин; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин.</li></ul><b>Требования:</b><ul><li>знание методики по ФГОС</li><li>владеть ИКТ</li><li>грамотная речь</li></ul><b>Условия:</b><ul><li>Полная занятость с 01.09.2023 г.</li></ul>"
Учитель начальных классов,https://spb.superjob.ru/vakansii/uchitel-nachalnyh-klassov-31411105.html,60000,31411105,нет данных,нет данных,"Знание методики преподавания, курсы ФГОС, использование интерактивных средств обучения!","<b>Обязанности:</b><br /><br />Осуществляет обучение и воспитание обучающихся с учетом специфики преподавания в начальной школе<br /><br /><b>Требования:</b><br /><br />Знание методики преподавания, курсы ФГОС, использование интерактивных средств обучения!<br /><br /><b>Условия:</b><br /><br />5-дневный, испытательный срок"
Учитель музыки,https://spb.superjob.ru/vakansii/uchitel-muzyki-39070969.html,45000,39070969,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета ""Музыка"", проводит уроки и другие занятия в 1-4 классах в соответствии с расписанием в указанных помещениях.
• Составляет тематический план работы по предмету ""Музыка"" в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
• В своей работе по предмету использует разнообразные приемы, методы и средства обучения.
• Реализует образовательные программы.
• Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.
• внеурочная деятельность по программам согласно Плану ВД 
• реализация программ дополнительного образования (хор, ансамбль, музыкальный театр и т.п.)
Требования:
• Высшее/среднее профессиональное педагогическое образование
• Первая/высшая категория
• грамотность, коммуникабельность, трудолюбие, стрессоустойчивость, умение работать в режиме многозадачности
• знание обновленного ФГОС
• опыт работы в начальной и средней школе
• владение ИКТ (доска, документ-камера и др.), музыкальной техникой
• Курсы повышения квалификации (ФГОС НОО, по оказанию первой помощи, ИКТ)
• наличие всех необходимых документов: трудовая книжка, медицинская книжка, сертификат прививочный, справка об отсутствии судимости, справка о прохождении психоневрологического освидетельствования, курсы по ФГОС, курсы по первой помощи
Условия:
• Открытие здания с 1 сентября 2023 года
• Приступить к работе с 21.08.2023
• Нагрузка - 1-8 классы (14 часов) + ВД+ ОДОД (в рамках предметной области) - по желанию
• Оборудованный кабинет, в который приходят классы (кабинетная система)
• Новое здание школы с проектной мощностью 1100 мест
• Школа имеет 5-летний путь развития, есть традиции и опыт- следовать им.
• Новый коллектив
• Современное оснащение ТСО
• Возможность профессионального роста и развития","<b>Обязанности:</b><ul><li>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета ""Музыка"", проводит уроки и другие занятия в 1-4 классах  в соответствии с расписанием в указанных помещениях.</li><li>Составляет тематический план работы по предмету ""Музыка"" в каждой параллели классов на учебную четверть и рабочий план на каждый урок.</li><li>В своей работе по предмету использует разнообразные приемы, методы и средства обучения.</li><li>Реализует образовательные программы.</li><li>Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.</li><li>внеурочная деятельность по программам согласно Плану ВД </li><li>реализация программ дополнительного образования (хор, ансамбль, музыкальный театр и т.п.)</li></ul><b>Требования:</b><ul><li>Высшее/среднее профессиональное педагогическое образование</li><li>Первая/высшая  категория</li><li>грамотность, коммуникабельность, трудолюбие, стрессоустойчивость, умение работать в режиме многозадачности</li><li>знание обновленного ФГОС</li><li>опыт работы в начальной  и средней школе</li><li>владение ИКТ (доска, документ-камера и др.), музыкальной техникой</li><li>Курсы повышения квалификации (ФГОС НОО, по оказанию первой помощи, ИКТ)</li><li>наличие всех необходимых документов: трудовая книжка, медицинская книжка, сертификат прививочный, справка об отсутствии судимости, справка о прохождении психоневрологического освидетельствования, курсы по ФГОС, курсы по первой помощи</li></ul><b>Условия:</b><ul><li>Открытие здания с 1 сентября 2023 года</li><li>Приступить к работе с 21.08.2023</li><li>Нагрузка - 1-8 классы (14 часов) + ВД+ ОДОД (в рамках предметной области) - по желанию</li><li>Оборудованный кабинет, в который приходят классы (кабинетная система)</li><li>Новое здание школы с проектной мощностью 1100 мест</li><li>Школа имеет 5-летний путь развития, есть традиции и опыт- следовать им.</li><li>Новый коллектив</li><li>Современное оснащение ТСО</li><li>Возможность профессионального роста и развития</li></ul>"
Учитель английского языка (дети ОВЗ),https://www.superjob.ru/vakansii/uchitel-anglijskogo-yazyka-42990554.html,0,42990554,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета, способствует формированию общей культуры личности, социализации, осознанного выбора и освоения образовательных программ, используя разнообразные формы, приемы, методы и средства обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов, современные образовательные технологии, включая информационные, а также цифровые образовательные ресурсы.
• Проводит учебные занятия, опираясь на достижения в области педагогической и психологической наук, возрастной психологии и школьной гигиены, а также современных информационных технологий и методик обучения.
• Планирует и осуществляет учебный процесс в соответствии с образовательной программой образовательного учреждения, разрабатывает рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивает ее выполнение, организуя и поддерживая разнообразные виды деятельности обучающихся, ориентируясь на личность обучающегося, развитие его мотивации, познавательных интересов, способностей, организует самостоятельную деятельность обучающихся, в том числе исследовательскую, реализует проблемное обучение, осуществляет связь обучения по предмету (курсу, программе) с практикой, обсуждает с обучающимися актуальные события современности.
• Обеспечивает достижение и подтверждение обучающимися уровней образования (образовательных цензов). Оценивает эффективность и результаты обучения обучающихся по предмету (курсу, программе), учитывая освоение знаний, овладение умениями, развитие опыта творческой деятельности, познавательного интереса обучающихся, используя компьютерные технологии, в т.ч. текстовые редакторы и электронные таблицы в своей деятельности.
• Осуществляет контрольно-оценочную деятельность в образовательном процессе с использованием современных способов оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся).
Требования:
• 
Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогика"" или в области, соответствующей преподаваемому предмету, либо высшее профессиональное образование или среднее профессиональное образование и дополнительное профессиональное образование по направлению деятельности в образовательном учреждении.
• 
Умение готовить к ЕГЭ, владение необходимыми материалами;
• 
Умение свободно решать задачи ЕГЭ, ГИА, предметных олимпиад;
• 
Умение создавать мотивирующую среду для обучающихся и родителей.
• 
Наличие справок: об отсутствии судимости (заказывается на Госуслугах, либо Мои документы, срок изготовления 1 месяц); о том, является или не является лицо подвергнутым административному наказанию за потребление наркотических средств (заказывается на Госуслугах, либо Мои документы, срок изготовления от 2-х недель); о психиатрическом освидетельствовании (диспансер по месту регистрации), наркологического диспансера (по месту регистрации).
• 
Наличие медкнижки, сертификата о сделанных прививках.
• 
Наличие актуальных курсов повышения квалификации по специальности
• 
Опыт работы в общеобразовательном учреждении не менее 3-х лет. Опыт работы с детьми с ОВЗ.
• 
Профессиональные достижения:
• 
Наличие победителей и призеров в олимпиадах, конкурсах, проектно-исследовательской деятельности разного уровня;
• 
Результативность обучающихся по преподаваемому предмету ОГЭ и ЕГЭ Наличие сертификата о результатах независимой диагностики МЦКО (высокий/экспертный уровень)
• 
Размещение сценариев и циклов уроков в МЭШ;
Условия:
Испытательный срок 3 месяца.
Полный рабочий день. На территории работодателя. Оформление в соответствии с требованиями ТК РФ.","<b>Обязанности:</b><ul><li>Осуществляет обучение и воспитание обучающихся с учетом их психолого-физиологических особенностей и специфики преподаваемого предмета, способствует формированию общей культуры личности, социализации, осознанного выбора и освоения образовательных программ, используя разнообразные формы, приемы, методы и средства обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов, современные образовательные технологии, включая информационные, а также цифровые образовательные ресурсы.</li><li>Проводит учебные занятия, опираясь на достижения в области педагогической и психологической наук, возрастной психологии и школьной гигиены, а также современных информационных технологий и методик обучения.</li><li>Планирует и осуществляет учебный процесс в соответствии с образовательной программой образовательного учреждения, разрабатывает рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивает ее выполнение, организуя и поддерживая разнообразные виды деятельности обучающихся, ориентируясь на личность обучающегося, развитие его мотивации, познавательных интересов, способностей, организует самостоятельную деятельность обучающихся, в том числе исследовательскую, реализует проблемное обучение, осуществляет связь обучения по предмету (курсу, программе) с практикой, обсуждает с обучающимися актуальные события современности.</li><li>Обеспечивает достижение и подтверждение обучающимися уровней образования (образовательных цензов). Оценивает эффективность и результаты обучения обучающихся по предмету (курсу, программе), учитывая освоение знаний, овладение умениями, развитие опыта творческой деятельности, познавательного интереса обучающихся, используя компьютерные технологии, в т.ч. текстовые редакторы и электронные таблицы в своей деятельности.</li><li>Осуществляет контрольно-оценочную деятельность в образовательном процессе с использованием современных способов оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся).</li></ul><b>Требования:</b><ul><li><p>Высшее профессиональное образование или среднее профессиональное образование по направлению подготовки ""Образование и педагогика"" или в области, соответствующей преподаваемому предмету, либо высшее профессиональное образование или среднее профессиональное образование и дополнительное профессиональное образование по направлению деятельности в образовательном учреждении.</p></li><li><p>Умение готовить к ЕГЭ, владение необходимыми материалами;</p></li><li><p>Умение свободно решать задачи ЕГЭ, ГИА, предметных олимпиад;</p></li><li><p>Умение создавать мотивирующую среду для обучающихся и родителей.</p></li><li><p>Наличие справок: об отсутствии судимости (заказывается на Госуслугах, либо Мои документы, срок изготовления 1 месяц); о том, является или не является лицо подвергнутым административному наказанию за потребление наркотических средств (заказывается на Госуслугах, либо Мои документы, срок изготовления от 2-х недель); о психиатрическом освидетельствовании (диспансер по месту регистрации), наркологического диспансера (по месту регистрации).</p></li><li><p>Наличие медкнижки, сертификата о сделанных прививках.</p></li><li><p>Наличие актуальных курсов повышения квалификации по специальности</p></li><li><p>Опыт работы в общеобразовательном учреждении не менее 3-х лет. Опыт работы с детьми с ОВЗ.</p></li><li><p><b>Профессиональные достижения:</b></p></li><li><p>Наличие победителей и призеров в олимпиадах, конкурсах, проектно-исследовательской деятельности разного уровня;</p></li><li><p>Результативность обучающихся по преподаваемому предмету ОГЭ и ЕГЭ Наличие сертификата о результатах независимой диагностики МЦКО (высокий/экспертный уровень)</p></li><li><p>Размещение сценариев и циклов уроков в МЭШ;</p></li></ul><b>Условия:</b><p>Испытательный срок 3 месяца.</p><p>Полный рабочий день. На территории работодателя. Оформление в соответствии с требованиями ТК РФ.</p>"
Учитель математики,https://spb.superjob.ru/vakansii/uchitel-matematiki-31125820.html,40000,31125820,нет данных,нет данных,"Педагогическое образование.

 Обязанности:
Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
Ведет в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости учащихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдает администрации необходимые отчетные данные.
Работает в экзаменационной комиссии по итоговой аттестации обучающихся.

Требования:

Педагогическое образование.
Наличие: мед. книжки, справок о наличии/отсутствии судимости, и о том, что лицо не подвергнуто административному наказанию за употребление наркотических средств.","<p>Педагогическое образование.<br /></p><p> <b>Обязанности:</b></p><p>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.<br />Ведет в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости учащихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдает администрации необходимые отчетные данные.<br />Работает в экзаменационной комиссии по итоговой аттестации обучающихся.<br /><br /><b>Требования:</b><br /><br />Педагогическое образование.<br />Наличие: мед. книжки, 
справок о наличии/отсутствии судимости, и о том, что лицо не подвергнуто административному наказанию за употребление наркотических средств.<br /></p><br />"
Учитель информатики,https://www.superjob.ru/vakansii/uchitel-informatiki-43774844.html,0,43774844,нет данных,нет данных,"Обязанности: 
• Осуществлять обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
• Составлять тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
• В своей работе по предмету использовать разнообразные приемы, методы и средства обучения.
• Реализовать образовательные программы.
• Переставлять по своему усмотрению темы уроков в отдельных разделах программы.
• Проводить с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.
Требования: 
• Высшее педагогическое образование
• Первая или высшая квалификационная категория.
• Наличие сертификата ознакомительного тренинга в формате ЕГЭ или предметной/метапредметной диагностики с результатом ""высокий"" или ""экспертный""
• Наличие удостоверения о прохождении курса повышения квалификации.
• Опыт работы в системе московского образования
• Обязательно наличие медицинской книжки, справка об отсутствии о судимости, справка из наркологического и психоневрологического диспансера.
• Обязательно прохождение диагностики в МЦКО. 
Условия: - Работа в государственном учреждении; - Оформление согласно ТК РФ; - Официальная и стабильная заработная плата; - Социальный пакет (оплата отпусков, листков нетрудоспособности). Место работы 10 мин. ходьбы от ж/д станции Бутово Курского направления.","<p><b>Обязанности: </b></p><ul><li>Осуществлять обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.</li><li>Составлять тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.</li><li>В своей работе по предмету использовать разнообразные приемы, методы и средства обучения.</li><li>Реализовать образовательные программы.</li><li>Переставлять по своему усмотрению темы уроков в отдельных разделах программы.</li><li>Проводить с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.</li></ul><p><b>Требования: </b></p><ul><li>Высшее педагогическое образование</li><li>Первая или высшая квалификационная категория.</li><li>Наличие сертификата ознакомительного тренинга в формате ЕГЭ или предметной/метапредметной диагностики с результатом ""высокий"" или ""экспертный""</li><li>Наличие удостоверения о прохождении курса повышения квалификации.</li><li>Опыт работы в системе московского образования</li><li>Обязательно наличие медицинской книжки, справка об отсутствии о судимости, справка из наркологического и психоневрологического диспансера.</li><li>
Обязательно прохождение диагностики в МЦКО.

</li></ul><p><b>Условия:</b> - Работа в государственном учреждении; - Оформление согласно ТК РФ; - Официальная и стабильная заработная плата; - Социальный пакет (оплата отпусков, листков нетрудоспособности). Место работы 10 мин. ходьбы от ж/д станции Бутово Курского направления.                </p>"
Учитель информатики,https://spb.superjob.ru/vakansii/uchitel-informatiki-45588784.html,30000,45588784,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
• Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
• В своей работе по предмету использует разнообразные приемы, методы и средства обучения.
• Реализует образовательные программы.
• Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.
• Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.
Требования:
• Высшее профессиональное образование в области, соответствующей преподаваемому предмету 
• наличие справки об отсутствии/наличии судимости;
• наличие справки о том является (не является) лицо подвергнутым административному наказанию за потребление наркотических или психотропных веществ;
• наличие медкнижки с действующим медосмотром.","<p><b>Обязанности:</b></p><ul><li>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.</li><li>Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.</li><li>В своей работе по предмету использует разнообразные приемы, методы и средства обучения.</li><li>Реализует образовательные программы.</li><li>Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.</li><li>Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.</li></ul><p><b>Требования:</b></p><ul><li>Высшее профессиональное образование в области, соответствующей преподаваемому предмету </li><li>наличие справки об отсутствии/наличии судимости;</li><li>наличие справки о том является (не является) лицо подвергнутым административному наказанию за потребление наркотических или психотропных веществ;</li><li>наличие медкнижки с действующим медосмотром.</li></ul>"
Учитель физики,https://spb.superjob.ru/vakansii/uchitel-fiziki-31778329.html,60000,31778329,нет данных,нет данных,"Обязанности:

Учитель осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием. Разрабатывает рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивает ее выполнение, организуя и поддерживая разнообразные виды деятельности обучающихся, ориентируясь на личность обучающегося, развитие его мотивации, познавательных интересов, способностей. Работа в 7-8 классах,, 

Требования:

Учитель должен знать: - приоритетные направления развития образовательной системы Российской Федерации; - законы и иные нормативные правовые акты, регламентирующие образовательную деятельность; - методику преподавания предмета; - программы и учебники по преподаваемому предмету; - требования к оснащению и оборудованию учебных кабинетов и подсобных помещений к ним; - средства обучения и их дидактические возможности; - современные педагогические технологии продуктивного, дифференцированного обучения, реализации компетентностного подхода, развивающего обучение; - правила внутреннего трудового распорядка образовательного учреждения; - правила по охране труда и пожарной безопасности. Владение компьютерными технологиями.

Условия:

Пятидневная рабочая неделя. Отпуск 56 календарных дней (только летом) Полный рабочий день на территории работодателя Полный рабочий день на территории работодателя","<b>Обязанности:</b><br /><br />Учитель осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием. Разрабатывает рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивает ее выполнение, организуя и поддерживая разнообразные виды деятельности обучающихся, ориентируясь на личность обучающегося, развитие его мотивации, познавательных интересов, способностей. Работа в 7-8 классах,, <br /><br /><b>Требования:</b><br /><br />Учитель должен знать: - приоритетные направления развития образовательной системы Российской Федерации; - законы и иные нормативные правовые акты, регламентирующие образовательную деятельность; - методику преподавания предмета; - программы и учебники по преподаваемому предмету; - требования к оснащению и оборудованию учебных кабинетов и подсобных помещений к ним; - средства обучения и их дидактические возможности; - современные педагогические технологии продуктивного, дифференцированного обучения, реализации компетентностного подхода, развивающего обучение; - правила внутреннего трудового распорядка образовательного учреждения; - правила по охране труда и пожарной безопасности. Владение компьютерными технологиями.<br /><br /><b>Условия:</b><br /><br />Пятидневная рабочая неделя. Отпуск 56 календарных дней (только летом) Полный рабочий день на территории работодателя Полный рабочий день на территории работодателя"
